team,url,ncaa_id,stats_name,twitter,team_state,conference,division
Western Colo.,https://gomountaineers.com/sports/womens-basketball,2759,Western Colo.,westerncowbb,CO,RMAC,II
Heidelberg,https://www.bergathletics.com/sports/womens-basketball,278,,bergwbb,OH,OAC,III
Minn.-Crookston,https://goldeneaglesports.com/sports/womens-basketball,27854,Minn.-Crookston,UMNCrookstonWBB,MN,NSIC,II
Farmingdale St.,https://farmingdalesports.com/sports/womens-basketball,27892,,fscwbb_,NY,Skyline,III
Albertus Magnus,https://www.albertusfalcons.com/sports/wbkb,2798,,AlbertusWBB,CT,Great Northeast,III
Hillsdale,https://hillsdalechargers.com/sports/womens-basketball,280,Hillsdale,ChargersWBB,MI,G-MAC,II
Hamilton,https://athletics.hamilton.edu/sports/womens-basketball,267,Hamilton College,HamCollWBBall,NY,NESCAC,III
St. Thomas (TX),https://ustcelts.com/sports/womens-basketball,2810,,USTWBB,TX,SCAC,III
Washburn,https://wusports.com/sports/womens-basketball,2814,Washburn,IchabodWBB,KS,Mid-America Intercollegiate,II
Hollins,https://hollinssports.com/sports/womens-basketball,284,,HollinsHoops,VA,ODAC,III
Birmingham-Southern,https://bscsports.net/sports/womens-basketball,28593,Birmingham-Southern,SOUTHERNWBB,AL,SAA,III
USciences,https://www.devilsathletics.com/sports/wbkb,28594,,USciencesWBB,PA,CACC,II
Hiram,https://hiramterriers.com/sports/womens-basketball,281,Hiram,HiramCollegeWBB,OH,NCAC,III
Transylvania,http://www.transysports.com/sports/womens-basketball,28749,Transylvania,TUWBX,KY,HCAC,III
Cal Poly Humboldt,https://humboldtathletics.com/sports/womens-basketball,291,Humboldt St.,humboldtwbb,CA,CCAA,II
Hunter,https://www.huntercollegeathletics.com/sports/womens-basketball,292,Hunter College,HunterCollegeW1,NY,CUNYAC,III
Idaho St.,https://isubengals.com/sports/womens-basketball,294,Idaho St.,HeartofaBengal,ID,Big Sky,I
Hope,https://athletics.hope.edu/sports/wbball,286,,HopeCollegeWBB,MI,Michigan Intercol. Ath. Assn.,III
Illinois Col.,https://illinoiscollegeathletics.com/sports/womens-basketball,297,Illinois College,ICWBB,IL,MWC,III
Adelphi,https://aupanthers.com/sports/womens-basketball,3,,AdelphiWBB,NY,NE10,II
Arkansas St.,https://astateredwolves.com/sports/womens-basketball,30,Arkansas St.,AStateWB,AR,Sun Belt,I
Ill. Wesleyan,https://www.iwusports.com/sports/womens-basketball,300,Ill. Wesleyan,IWUWomensBball,IL,CCIW,III
Trevecca Nazarene,https://tnutrojans.com/sports/womens-basketball,30002,,TNUwBasketball,TN,G-MAC,II
Lee,https://leeuflames.com/sports/womens-basketball,30013,Lee,LeeUWBB,TN,Gulf South,II
Texas-Tyler,https://uttylerpatriots.com/sports/womens-basketball,30028,Texas-Tyler,UTTylerWBB,TX,Lone Star,II
Northwestern-St. Paul,https://unweagles.com/sports/womens-basketball,30031,,unwwbb,MN,UMAC,III
Crown (MN),https://athletics.crown.edu/sports/womens-basketball,30035,Crown (MN),BasketballCrown,MN,UMAC,III
Mount Aloysius,https://mountieathletics.com/sports/womens-basketball,30036,Mount Aloysius,MountieHoops,PA,AMCC,III
Trine,https://trinethunder.com/sports/wbball,30037,,TrineWBB,IN,Michigan Intercol. Ath. Assn.,III
Bethany Lutheran,https://blcvikings.com/sports/womens-basketball,30038,Bethany Lutheran,BethanyWbb,MN,UMAC,III
North Central (MN),https://ncurams.com/sports/womens-basketball,30039,North Central (MN),NCU_WBB,MN,UMAC,III
Mitchell,https://www.mitchellathletics.com/sports/wbkb,30042,,mitchellcollwbb,CT,NECC,III
Palm Beach Atl.,https://pbasailfish.com/sports/womens-basketball,30045,Palm Beach Atl.,SailfishWBB,FL,Sunshine State,II
JWU (Denver),,30046,,,CO,,
Keystone,https://www.gokcgiants.com/sports/womens-basketball,30047,,KeystoneWBB,PA,CSAC,III
Ill. Springfield,https://uisprairiestars.com/sports/womens-basketball,30050,Ill. Springfield,UISWBB,IL,GLVC,II
North Georgia,https://ungathletics.com/sports/womens-basketball,30052,University of North GeorgiaW,UNGWBB,GA,Peach Belt,II
Newman,https://newmanjets.com/sports/womens-basketball,30054,Newman,NewmanJetsWBB,KS,Mid-America Intercollegiate,II
Cal St. Monterey Bay,https://otterathletics.com/sports/womens-basketball,30055,Cal St. Monterey Bay,CSUMBwbb,CA,CCAA,II
Seton Hill,https://athletics.setonhill.edu/sports/womens-basketball,30063,Seton Hill,SetonHillWBB,PA,PSAC,II
Saint Vincent,https://athletics.stvincent.edu/sports/womens-basketball,30064,Saint Vincent,SVC_WomensBball,PA,PAC,III
NVU-Lyndon,https://lyndonhornets.com/sports/womens-basketball,30065,,LyndonWBB,VT,North Atlantic,III
SUNY Morrisville,https://morrisvillemustangs.com/sports/womens-basketball,30067,,MorrisvilleWBB,NY,United East,III
Franciscan,https://franciscanathletics.com/sports/womens-basketball,30069,Franciscan,FranciscanWBB,OH,PAC,III
William Smith,https://hwsathletics.com/sports/womens-basketball,30073,William Smith,HeronHoops,NY,Liberty League,III
Penn St. Harrisburg,https://psuharrisburgsports.com/sports/womens-basketball,30081,,PSHbgWBBall,PA,United East,III
Montclair St.,https://montclairathletics.com/sports/womens-basketball,442,,montclairstwbb,NJ,NJAC,III
Lancaster Bible,https://lbcchargers.com/sports/womens-basketball,30085,,lbc_wbb,PA,United East,III
Tex. Permian Basin,https://utpbfalcons.com/sports/womens-basketball,30088,Tex. Permian Basin,UTPB_WBB,TX,Lone Star,II
Flagler,https://flaglerathletics.com/sports/womens-basketball,30092,Flagler,Flagler_WBB,FL,Peach Belt,II
AUM,https://aumathletics.com/sports/womens-basketball,30093,Aum,AUMWarhawksWBB,AL,Gulf South,II
Utah Tech,https://utahtechtrailblazers.com/sports/womens-basketball,30095,Utah Tech,UtahTech_WBB,UT,WAC,I
Ark.-Fort Smith,https://uafortsmithlions.com/sports/womens-basketball,30105,Ark.-Fort Smith,UAFSWBB,AR,Lone Star,II
Covenant,https://athletics.covenant.edu/sports/womens-basketball,30111,,CovenantWBB,GA,CCS,III
Moravian,https://www.moraviansports.com/sports/wbkb,443,,MoravianWBB,PA,Landmark,III
Ohio Dominican,https://ohiodominicanpanthers.com/sports/womens-basketball,30119,,ODUPANTHERS_WBB,OH,G-MAC,II
William Jewell,https://jewellcardinals.com/sports/womens-basketball,30120,William Jewell,Jewell_WBB,MO,GLVC,II
Academy of Art,https://artuathletics.com/sports/womens-basketball,30123,Academy of Art,ARTUWBB,CA,PacWest,II
Cedarville,https://yellowjackets.cedarville.edu/sports/womens-basketball,30124,Cedarville,CedarvilleWBB,OH,G-MAC,II
Minot St.,https://msubeavers.com/sports/womens-basketball,30125,Minot St.,MSUBeaversWBB,ND,NSIC,II
Notre Dame (OH),https://notredamefalcons.com/sports/womens-basketball,30126,Notre Dame (OH),NDCWBB,OH,MEC,II
Simon Fraser,https://athletics.sfu.ca/sports/womens-basketball,30127,Simon Fraser,SFU_WBB,,Great Northwest,II
Sioux Falls,https://usfcougars.com/sports/womens-basketball,30128,Sioux Falls,USFcougars_wbb,SD,NSIC,II
Black Hills St.,https://bhsuathletics.com/sports/womens-basketball,30134,Black Hills St.,BHSUWBB,SD,RMAC,II
Lindenwood (MO),https://lindenwoodlions.com/sports/womens-basketball,30136,Lindenwood (MO),LindenwoodWBB,MO,OVC,I
McKendree,https://mckbearcats.com/sports/womens-basketball,30138,McKendree,McKendreeWBB,IL,GLVC,II
South Dakota Mines,https://gorockers.com/sports/womens-basketball,30139,South Dakota Mines,hardrockerwbb,SD,RMAC,II
Ursuline,https://ursulinearrows.com/sports/womens-basketball,30140,Ursuline,ursuline_wbb,OH,G-MAC,II
Walsh,https://athletics.walsh.edu/sports/womens-basketball,30141,,WalshCavsWBB,OH,G-MAC,II
Fresno Pacific,https://www.fpuathletics.com/sports/womens-basketball,30147,Fresno Pacific,FPUwbb,CA,PacWest,II
Point Loma,https://plnusealions.com/sports/womens-basketball,30149,Point Loma,PLNU_WBB,CA,PacWest,II
Shorter,https://goshorterhawks.com/sports/womens-basketball,30151,Shorter,Shorter_WBB,GA,Gulf South,II
Southern Nazarene,https://snuathletics.com/sports/womens-basketball,30152,Southern Nazarene,SNUwbb,OK,GAC,II
Union (TN),https://uuathletics.com/sports/womens-basketball,30153,Union (TN),UUAthleticsWB,TN,Gulf South,II
Young Harris,https://yhcathletics.com/sports/womens-basketball,30154,Young Harris,YHC_Wbb,GA,Peach Belt,II
Houghton,https://athletics.houghton.edu/sports/womens-basketball,30160,Houghton,houghtonwbb,NY,Empire 8,III
Sarah Lawrence,https://gogryphons.com/sports/womens-basketball,30163,Sarah Lawrence,GryphonsWBB,NY,Skyline,III
Southern Va.,https://knightathletics.com/sports/womens-basketball,30164,,svuwbb,VA,USA South,III
SUNY Canton,https://rooathletics.com/sports/womens-basketball,30165,SUNY Canton,RoosWBB,NY,North Atlantic,III
Berea,https://bereaathletics.com/sports/womens-basketball,30171,Berea,BereaWBBALL,KY,CCS,III
Daemen,https://daemenwildcats.com/sports/womens-basketball,30174,,DaemenWBB,NY,ECC,II
Holy Names,https://hnuhawks.com/sports/womens-basketball,30175,Holy Names,HNUWBB,CA,PacWest,II
Lubbock Christian,https://lcuchaps.com/sports/womens-basketball,30177,Lubbock Christian,LCUWomensBball,TX,Lone Star,II
Northwestern Okla.,https://riderangersride.com/sports/womens-basketball,30178,Northwestern Okla.,NWOSUWBB,OK,GAC,II
Rogers St.,https://rsuhillcats.com/sports/womens-basketball,30180,Rogers St.,rsuwbb,OK,Mid-America Intercollegiate,II
UVa-Wise,https://uvawisecavs.com/sports/womens-basketball,30181,UVA Wise,UVAWISEWBB,VA,SAC,II
Bryn Athyn,https://brynathynathletics.com/sports/womens-basketball,30188,,BrynAthynWBB,PA,CSAC,III
Penn College,https://pctwildcats.com/sports/womens-basketball,30190,,PCTWBasketball,PA,United East,III
Southern Wesleyan,https://swuathletics.com/sports/womens-basketball,30192,Southern Wesleyan,SWUWomensBB,SC,Conference Carolinas,II
Belhaven,https://blazers.belhaven.edu/sports/womens-basketball,30197,,BelhavenWbb,MS,CCS,III
Cal St. San Marcos,https://csusmcougars.com/sports/womens-basketball,30198,Cal St. San Marcos,CSUSM_WBB,CA,CCAA,II
Concordia (CA),https://cuieagles.com/sports/womens-basketball,30199,Concordia (CA),cuiwbasketball,CA,PacWest,II
Concordia Portland,,30200,,gocugowbb,OR,,
Okla. Baptist,https://obubison.com/sports/womens-basketball,30202,Okla. Baptist,OBU_WBBall,OK,GAC,II
Westminster (UT),https://westminstergriffins.com/sports/womens-basketball,30209,Westminster (UT),westminsterwbb,UT,RMAC,II
Dean,https://deanbulldogs.com/sports/womens-basketball,30219,,DeanWBB,MA,Great Northeast,III
Biola,https://athletics.biola.edu/sports/womens-basketball,30220,Biola,biolawbb,CA,PacWest,II
Davenport,https://dupanthers.com/sports/womens-basketball,30221,Davenport,DU_WBB,MI,GLIAC,II
Purdue Northwest,https://pnwathletics.com/sports/womens-basketball,30222,Purdue Northwest,PNWWBB,IN,GLIAC,II
SUNY Delhi,https://delhibroncos.com/sports/wbkb,30225,,SUNYDelhiWBB,NY,North Atlantic,III
Indiana (PA),https://iupathletics.com/sports/womens-basketball,307,Indiana (PA),IUP_WBB,PA,PSAC,II
UIndy,https://athletics.uindy.edu/sports/womens-basketball,309,UIndy,UIndyWBB,IN,GLVC,II
Ithaca,https://athletics.ithaca.edu/sports/womens-basketball,313,Ithaca,ithacawbb,NY,Liberty League,III
Jackson St.,https://gojsutigers.com/sports/womens-basketball,314,Jackson St.,GoJSUTigersWBB,MS,SWAC,I
Jacksonville St.,https://jsugamecocksports.com/sports/womens-basketball,315,,JSUGamecocksWBB,AL,ASUN,I
James Madison,https://jmusports.com/sports/womens-basketball,317,James Madison,JMUWBasketball,VA,Sun Belt,I
John Carroll,https://jcusports.com/sports/womens-basketball,320,John Carroll,JohnCarroll_WBB,OH,OAC,III
John Jay,https://johnjayathletics.com/sports/womens-basketball,321,John Jay,JJCWBasketball,NY,CUNYAC,III
Johns Hopkins,https://hopkinssports.com/sports/womens-basketball,322,Johns Hopkins,JHUwbb,MD,Centennial,III
Johnson C. Smith,https://goldenbullsports.com/sports/womens-basketball,323,Johnson C. Smith,jcsmith_wbb,NC,CIAA,II
Juniata,https://www.juniatasports.net/sports/wbkb,325,,JuniataWBB,PA,Landmark,III
Kalamazoo,https://hornets.kzoo.edu/sports/womens-basketball,326,,KzooWBball,MI,Michigan Intercol. Ath. Assn.,III
Keene St.,https://keeneowls.com/sports/womens-basketball,330,Keene St.,KeeneWBB,NH,Little East,III
Kentucky St.,https://ksuthorobreds.com/sports/womens-basketball,332,Kentucky St.,KYSUWBB,KY,SIAC,II
Ky. Wesleyan,https://kwcpanthers.com/sports/womens-basketball,333,Ky. Wesleyan,kwcwomenshoops,KY,G-MAC,II
Kenyon,https://athletics.kenyon.edu/sports/womens-basketball,335,Kenyon,KenyonWBB,OH,NCAC,III
King's (PA),https://kingscollegeathletics.com/sports/womens-basketball,336,King's (PA),Monarchs_KCWB,PA,MAC Freedom,III
Knox,https://prairiefire.knox.edu/sports/womens-basketball,337,Knox,KnoxWomensBBall,IL,MWC,III
Kutztown,https://kubears.com/sports/womens-basketball,339,Kutztown,KUBearsWBB,PA,PSAC,II
La Verne,https://leopardathletics.com/sports/womens-basketball,341,,ULVLeopardsWBB,CA,SCIAC,III
Lake Forest,https://goforesters.com/sports/womens-basketball,344,,LFC_WBB,IL,MWC,III
Lake Superior St.,https://lssulakers.com/sports/womens-basketball,345,,LakeStateWBB,MI,GLIAC,II
Lawrence,https://vikings.lawrence.edu/sports/womens-basketball,348,Lawrence University,LUVikingsWBB,WI,MWC,III
Le Moyne,https://lemoynedolphins.com/sports/womens-basketball,349,,LeMoyneWBB,NY,NE10,II
Ashland,https://goashlandeagles.com/sports/womens-basketball,35,,AshlandWBB,OH,G-MAC,II
Lebanon Valley,https://godutchmen.com/sports/womens-basketball,351,,lvcwbb,PA,MAC Commonwealth,III
Lewis,https://lewisflyers.com/sports/womens-basketball,354,Lewis,LewisWBBall,IL,GLVC,II
West Alabama,https://uwaathletics.com/sports/womens-basketball,358,West Ala.,UWA_WBB,AL,Gulf South,II
Assumption,https://assumptiongreyhounds.com/sports/womens-basketball,36,,AssumptionWBB,MA,NE10,II
Lock Haven,https://www.golhu.com/sports/womens-basketball,360,Lock Haven,LHUWBB,PA,PSAC,II
Loras,https://duhawks.com/sports/womens-basketball,364,Loras,DuhawkWBB,IA,American Rivers,III
LSU,https://lsusports.net/sports/wbball,365,Lsu,LSUwbkb,LA,SEC,I
Louisiana Tech,https://latechsports.com/sports/womens-basketball,366,Louisiana Tech,LATechWBB,LA,C-USA,I
Loyola Marymount,https://lmulions.com/sports/womens-basketball,370,Loyola Marymount,lmulionswb,CA,WCC,I
Luther,https://luthernorse.com/sports/womens-basketball,372,,LutherWBB,IA,American Rivers,III
Lycoming,https://lycomingathletics.com/sports/womens-basketball,373,,lycowomensbb,PA,MAC Freedom,III
Lynchburg,https://lynchburgsports.com/sports/womens-basketball,374,,lynchburg_wbb,VA,ODAC,III
Macalester,https://athletics.macalester.edu/sports/womens-basketball,376,Macalester College,MacalesterWBB,MN,MIAC,III
MacMurray,https://mcmurrysports.com/sports/womens-basketball,377,,MacWHoops,IL,,
Me.-Farmington,https://goumfbeavers.com/sports/womens-basketball,379,,UMFwomenshoops,ME,North Atlantic,III
Augsburg,https://athletics.augsburg.edu/sports/womens-basketball,38,Augsburg,AugsburgWBB,MN,MIAC,III
Manhattanville,https://govaliants.com/sports/womens-basketball,382,,valiantswbb,NY,Skyline,III
Minnesota St.,https://msumavericks.com/sports/womens-basketball,383,,MinnStWBB,MN,NSIC,II
Mansfield,https://gomounties.com/sports/womens-basketball,384,Mansfield,MansfieldWBB,PA,PSAC,II
Marietta,https://pioneers.marietta.edu/sports/womens-basketball,385,Marietta,Marietta_WBB,OH,OAC,III
Mary Baldwin,https://marybaldwinathletics.com/sports/womens-basketball,389,,MBaldwinWBB,VA,USA South,III
Augusta,https://augustajags.com/sports/womens-basketball,39,Augusta,AUG_WBB,GA,Peach Belt,II
Mary Washington,https://umweagles.com/sports/womens-basketball,390,,umwwbasketball,VA,C2C,III
Marymount (VA),https://marymountsaints.com/sports/womens-basketball,394,,Marymount_WBB,VA,Atlantic East,III
Maryville (MO),https://maryvillesaints.com/sports/womens-basketball,395,Maryville (MO),MaryvilleWBB,MO,GLVC,II
Marywood,https://marywoodpacers.com/sports/womens-basketball,397,Marywood,MarywoodWBB,PA,Atlantic East,III
MIT,https://mitathletics.com/sports/womens-basketball,398,,mitwbball,MA,NEWMAC,III
Augustana (IL),https://athletics.augustana.edu/sports/womens-basketball,40,Augustana (IL),AugustanaWBBall,IL,CCIW,III
Mercy,https://mercyathletics.com/sports/womens-basketball,407,Mercy,WbbMercy,NY,ECC,II
Mercyhurst,https://hurstathletics.com/sports/womens-basketball,408,Mercyhurst,HurstWBB,PA,PSAC,II
Meredith,https://goavengingangels.com/sports/womens-basketball,409,,MeredithCBB,NC,USA South,III
Augustana (SD),https://goaugie.com/sports/womens-basketball,41,,AugieWBB,SD,NSIC,II
Messiah,https://gomessiah.com/sports/womens-basketball,411,,messiahwbball,PA,MAC Commonwealth,III
MSU Denver,https://roadrunnersathletics.com/sports/womens-basketball,413,MSU Denver,MSUDenverWBB,MN,RMAC,II
Michigan Tech,https://michigantechhuskies.com/sports/womens-basketball,417,,mtuwbb,MI,GLIAC,II
Aurora,https://athletics.aurora.edu/sports/womens-basketball,42,Aurora University,AUSpartanWBB,IL,NACC,III
Middlebury,https://athletics.middlebury.edu/sports/wbball,420,,middwbball,VT,NESCAC,III
Miles,https://milesgoldenbears.com/sports/womens-basketball,422,Miles College,Miles_wbb,AL,SIAC,II
Millersville,https://millersvilleathletics.com/sports/womens-basketball,423,Millersville,millersvillewbb,PA,PSAC,II
Millikin,https://athletics.millikin.edu/sports/womens-basketball,424,Millikin,MillikinWBB,IL,CCIW,III
Millsaps,https://gomajors.com/sports/womens-basketball,426,Millsaps,MillsapsWBB,MS,SAA,III
Minn. Duluth,https://umdbulldogs.com/sports/womens-basketball,427,Minn. Duluth,UMDWomensBBall,MN,NSIC,II
Mississippi College,https://www.gochoctaws.com/sports/womens-basketball,429,Mississippi Col.,GoChoctaws_WBB,MS,Gulf South,II
Mississippi Valley State,https://mvsusports.com/sports/womens-basketball,432,Mississippi Val.,ValleyStateWBB,MS,SWAC,I
Missouri S&T,https://minerathletics.com/sports/womens-basketball,435,Missouri S&T,Miners_WBB,MO,GLVC,II
Missouri-St. Louis,https://umsltritons.com/sports/womens-basketball,436,Mo.-St. Louis,UMSLWBB,MO,GLVC,II
Monmouth (IL),https://monmouthscots.com/sports/womens-basketball,438,,ScotsWHoops,IL,MWC,III
Averett,https://averettcougars.com/sports/womens-basketball,44,,AverettWBB,VA,ODAC,III
Pitt.-Bradford,https://athletics.pittbradford.org/sports/wbkb,1315,,upb_wbb,PA,AMCC,III
Penn St.-Abington,https://abingtonsports.com/sports/womens-basketball,30114,,PSUA_WBB,PA,United East,III
Morgan St.,https://morganstatebears.com/sports/womens-basketball,446,Morgan St.,,MD,MEAC,I
Mount Holyoke,https://athletics.mtholyoke.edu/sports/wbkb,449,,mhc_basketball,MA,NEWMAC,III
Babson,https://babsonathletics.com/sports/womens-basketball,45,,babsonwhoops,MA,NEWMAC,III
CMSV,https://cmsvathletics.com/sports/womens-basketball,451,,CMSVWBB,NY,Skyline,III
Mount Union,https://athletics.mountunion.edu/sports/womens-basketball,452,Mount Union,MountUnionWbb,OH,OAC,III
Muhlenberg,https://muhlenbergsports.com/sports/womens-basketball,453,Muhlenberg,Muhl_wbb,PA,Centennial,III
Muskingum,https://www.fightingmuskies.com/sports/wbkb,455,,MuskingumWBB,OH,OAC,III
Baldwin Wallace,https://bwyellowjackets.com/sports/womens-basketball,46,,BW_wbasketball,OH,OAC,III
UNCW,https://uncwsports.com/sports/womens-basketball,460,Uncw,UNCWwomenshoops,NC,CAA,I
Nazareth,https://nazathletics.com/sports/womens-basketball,461,,Nazareth_WBB,NY,Empire 8,III
Neb. Wesleyan,https://nwusports.com/sports/womens-basketball,462,Neb. Wesleyan,NWU_WomensBB,NE,American Rivers,III
UNLV,https://unlvrebels.com/sports/womens-basketball,465,Unlv,UNLVLadyRebels,NV,Mountain West,I
New England Col.,https://athletics.nec.edu/sports/womens-basketball,467,,NEC_WBB,NH,NECC,III
Southern N.H.,https://snhupenmen.com/sports/womens-basketball,468,,SNHUWBB,NH,NE10,II
New Haven,https://newhavenchargers.com/sports/womens-basketball,470,New Haven,UNewHavenWBB,CT,NE10,II
NYU,https://gonyuathletics.com/sports/womens-basketball,479,Nyu,nyuwomenshoops,NY,UAA,III
CCNY,https://ccnyathletics.com/sports/womens-basketball,480,Ccny,ccnywbb,NY,CUNYAC,III
Nichols,https://nicholsathletics.com/sports/womens-basketball,484,,ncbison_wbball,MA,CCC,III
MCLA,https://athletics.mcla.edu/sports/wbkb,486,,MCLAWbasketball,MA,MASCAC,III
North Alabama,http://www.roarlions.com/sports/womens-basketball,487,North Ala.,UNAHOOPS,AL,ASUN,I
N.C. A&T,https://ncataggies.com/sports/womens-basketball,488,N.C. A&T,LadyAggieBall,NC,CAA,I
Barry,https://gobarrybucs.com/sports/womens-basketball,49,Barry,BarryUWBB,FL,Sunshine State,II
NC State,https://gopack.com/sports/womens-basketball,490,NC State,PackWomensBball,NC,ACC,I
N.C. Wesleyan,https://ncwsports.com/sports/womens-basketball,491,,NCWU_WBB,NC,USA South,III
North Dakota,https://fightinghawks.com/sports/womens-basketball,494,North Dakota,UNDwbasketball,ND,Summit League,I
North Park,https://athletics.northpark.edu/sports/womens-basketball,496,North Park,NPU_womenshoops,IL,CCIW,III
Truman State,https://trumanbulldogs.com/sports/womens-basketball,499,Truman,Truman_WBB,MO,GLVC,II
Bates,https://gobatesbobcats.com/sports/womens-basketball,50,,Bates_WBB,ME,NESCAC,III
Northeastern,https://nuhuskies.com/sports/womens-basketball,500,Northeastern,GoNUwbasketball,MA,CAA,I
Northern Michigan,https://nmuwildcats.com/sports/womens-basketball,506,Northern Mich.,NMU_WBBall,MI,GLIAC,II
Northwest Missouri State,https://bearcatsports.com/sports/womens-basketball,507,Northwest Mo. St.,nwbearcatwbb,MO,Mid-America Intercollegiate,II
Northwood,https://www.gonorthwood.com/sports/wbkb,510,,NorthwoodWBB,MI,G-MAC,II
Norwich,https://norwichathletics.com/sports/womens-basketball,511,,NorwichWBB,VT,Great Northeast,III
Oakland,https://goldengrizzlies.com/sports/womens-basketball,514,Oakland,OaklandWBBall,MI,Horizon,I
Oberlin,https://goyeo.com/sports/womens-basketball,515,Oberlin,Yeo_WBB,OH,NCAC,III
Occidental,https://oxyathletics.com/sports/womens-basketball,516,Occidental,tigerswbb,CA,SCIAC,III
Ohio Northern,https://www.onusports.com/sports/wbkb,517,,Onuwomensbball,OH,OAC,III
Ohio,https://ohiobobcats.com/sports/wbball,519,,OhioWBasketball,OH,MAC,I
Olivet,https://www.olivetcomets.com/sports/wbkb,525,,olivet_wbb,MI,Michigan Intercol. Ath. Assn.,III
SUNY Oneonta,https://oneontaathletics.com/sports/womens-basketball,526,,OState_WBB,NY,SUNYAC,III
Oswego St.,https://oswegolakers.com/sports/womens-basketball,530,,OswegoWBball,NY,SUNYAC,III
Otterbein,https://otterbeincardinals.com/sports/womens-basketball,531,Otterbein,Otterbein_WBB,OH,OAC,III
Elms,https://www.ecblazers.com/sports/wbkb,532,,ElmsBlazersWBB,MA,Great Northeast,III
Pace,https://paceuathletics.com/sports/womens-basketball,533,,PaceWBB,NY,NE10,II
UNC Pembroke,https://uncpbraves.com/sports/wbball,537,UNC Pembroke,UNCP_WBB,NC,Conference Carolinas,II
Penn St.-Behrend,https://www.psblions.com/sports/wbkb,538,,PSB_WBB,PA,AMCC,III
Bemidji St.,https://bsubeavers.com/sports/womens-basketball,54,Bemidji St.,BSUBeaversWBB,MN,NSIC,II
Pepperdine,https://pepperdinewaves.com/sports/womens-basketball,541,Pepperdine,WavesHoops,CA,WCC,I
Jefferson,https://jeffersonrams.com/sports/womens-basketball,543,Jefferson,Jefferson_WBB,PA,CACC,II
Pine Manor,https://pmcathletics.com/sports/wbkb,544,,PineManorWBB,MA,DIII Independent,III
Pitt.-Johnstown,https://pittjohnstownathletics.com/sports/womens-basketball,546,Pitt-Johnstown,MountainCatsWBB,PA,PSAC,II
Plattsburgh St.,https://gocardinalsports.com/sports/womens-basketball,547,,Cardinals_WBB,NY,SUNYAC,III
Pomona-Pitzer,https://sagehens.com/sports/wbball,549,,pomonapitzerwbb,CA,SCIAC,III
Benedict,https://benedicttigers.com/sports/womens-basketball,55,Benedict,BenedictWBB,SC,SIAC,II
SUNY Potsdam,https://potsdambears.com/sports/womens-basketball,552,,PotsdamWbb,NY,SUNYAC,III
Prairie View A&M,https://pvpanthers.com/sports/womens-basketball,553,Prairie View,PVAMUwbb,TX,SWAC,I
Puget Sound,https://loggerathletics.com/sports/womens-basketball,557,Puget Sound,PSwbasketball,WA,NWC,III
Bentley,https://bentleyfalcons.com/sports/womens-basketball,56,,BentleyWBball,MA,NE10,II
Queens (NY),https://queensknights.com/sports/womens-basketball,560,,QCKNIGHTS_WBB,NY,ECC,II
Quincy,https://quhawks.com/sports/womens-basketball,561,Quincy,QUHawksWBB,IL,GLVC,II
Ramapo,https://ramapoathletics.com/sports/womens-basketball,564,,RCNJWBB,NJ,NJAC,III
Randolph-Macon,https://rmcathletics.com/sports/womens-basketball,565,,RMCWBB,VA,ODAC,III
Randolph,https://randolphwildcats.com/sports/womens-basketball,566,,RCWomensHoop,VA,ODAC,III
Redlands,https://goredlands.com/sports/womens-basketball,567,,RedlandsWBB,CA,SCIAC,III
Regis (CO),https://regisrangers.com/sports/womens-basketball,568,Regis (CO),RegisRangersWBB,CO,RMAC,II
Regis (MA),https://www.goregispride.com/sports/wbkb,569,,RegisWBB,MA,Great Northeast,III
Rhode Island College,https://goanchormen.com/sports/womens-basketball,571,,Go_AnchorWBB,RI,Little East,III
Rhodes,https://rhodeslynx.com/sports/womens-basketball,573,Rhodes,Rhodes_WBB,TN,SAA,III
Ripon,https://riponredhawks.com/sports/womens-basketball,577,Ripon College,RiponCollegeWBB,WI,MWC,III
Baruch,https://athletics.baruch.cuny.edu/sports/womens-basketball,58,Baruch,BaruchWBB,NY,CUNYAC,III
Rochester (NY),https://uofrathletics.com/sports/womens-basketball,581,Rochester,RochesterWBB,NY,UAA,III
Rockford,https://rockfordregents.com/sports/womens-basketball,582,Rockford,RockfordWbb,IL,NACC,III
Roger Williams,https://rwuhawks.com/sports/womens-basketball,583,,RWUHoops,RI,CCC,III
Rollins,https://rollinssports.com/sports/womens-basketball,584,Rollins,RollinsWBB,FL,Sunshine State,II
Rose-Hulman,https://athletics.rose-hulman.edu/sports/womens-basketball,585,Rose-Hulman,RoseHulmanWBB,IN,HCAC,III
Rutgers-Newark,https://rutgersnewarkathletics.com/sports/womens-basketball,589,,RN_WBB,NJ,NJAC,III
Bethany (WV),https://bethanybison.com/sports/womens-basketball,59,,BCWBB,WV,PAC,III
Saginaw Valley,https://www.svsucardinals.com/sports/wbkb,591,,svsuwbb,MI,GLIAC,II
St. Anselm,https://saintanselmhawks.com/sports/womens-basketball,593,,STAHawksWBB,NH,NE10,II
Saint Benedict,https://gobennies.com/sports/womens-basketball,595,Saint Benedict,CSBBasketball,MN,MIAC,III
St. Catherine,https://stkatesathletics.com/sports/womens-basketball,597,St. Catherine,StKatesWBB,MN,MIAC,III
St. Cloud St.,https://scsuhuskies.com/sports/womens-basketball,598,,SCSUHUSKIES_WBB,MN,NSIC,II
